Rosie_ID,US_ID,Biologging ID,Turtle_ID,Sex,Life_stage,Status,Observation_ID,Observation_status,Latitude,Longitude,Flipper_tag_L,Flipper_tag_R,PIT_tag_L,PIT_tag_R,Location_code,Date,Time,CCL,SCL,Mass,CCW,BCI,CT,PT,VT,BCS,Plastron,Reproductive_status,L-M 1,L-M 2,L-M 3,L-S 1,L-S 2,L-S 3,R-M 1,R-M 2,R-M 3,R-S 1,R-S 2,R-S 3,Adipose_mass,Adipose_perc,Biopsy_no,Genetics_no,Blood_ID,Blood_RB,Cloaca_no,Mouth_no,Control_no,Internal temp,Tracker_type,PTT,Deployment_ID,CATS_ID,ARGOS _ID,VHF_Ch/Fr,GTR_tag,GTR_harness,Release_due,Time_tag_on,Turtle_release_time,Retrieval_date,Depth,SST,Comments
183,NA,NA,73658,M,Adult,T,314521,Initial Sighting,-18.07843,122.27809,WB26313,NA,9.00119E+14,9.00119E+14,NA,07/05/2021,13:07,865,NA,67,750,1.035205284,17.5,38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06336,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,NA,NA,73670,M,Adult,T,314554,Initial Sighting,-18.0799,122.28318,WB26314,NA,9.00119E+14,9.00119E+14,NA,07/05/2021,14:49,870,NA,85,720,1.290806572,25,40,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06305,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,73735,F,Adult,T,314670,Initial Sighting,NA,NA,WB24582,WB24595,NA,NA,NA,21/06/2021,14:20,920,NA,NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,33107,F,Adult,T,314644,Resighting,-18.0931,122.19748,WB 3942,NA,9.00119E+14,9.00006E+14,NA,23/08/2021,11:30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G3767,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,73703,F,Adult,T,314627,Initial Sighting,-18.0931,122.19748,WB24274,NA,9.00119E+14,9.00119E+14,NA,23/08/2021,11:55,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G06447,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,73704,F,Adult,T,314628,Initial Sighting,-18.05633,122.19331,WB24275,NA,9.00119E+14,9.00119E+14,NA,23/08/2021,12:30,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G3765,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,73705,F,Adult,T,314629,Initial Sighting,-18.05633,122.19331,WB24286,NA,9.00119E+14,9.00119E+14,NA,23/08/2021,13:00,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06481,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,71351,F,Adult,T,314645,Resighting,-18.05633,122.19331,WB26310,WB20243,9.00119E+14,9.00119E+14,NA,23/08/2021,13:05,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G3771,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,69582,F,Adult,T,314646,Resighting,-18.05263,122.1901,WB14834,NA,9.00119E+14,9.00119E+14,NA,23/08/2021,13:40,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06567,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,70885,F,Adult,T,314647,Resighting,-18.02855,122.26138,WB24294,NA,9.00119E+14,9.00119E+14,NA,23/08/2021,14:40,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06458,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,NA,NA,73702,M,Adult,T,314626,Initial Sighting,-18.0286,122.25632,WB24295,NA,9.00119E+14,9.00119E+14,NA,23/08/2021,15:00,885,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06482,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,73706,F,Adult,T,314630,Initial Sighting,-18.07946,122.30823,WB24296,NA,9.00119E+14,NA,NA,24/08/2021,13:00,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06426,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,73707,F,Adult,T,314631,Initial Sighting,-18.09841,122.2358,WB24297,NA,9.00119E+14,NA,NA,24/08/2021,14:10,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06572,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,73708,F,Adult,T,314632,Initial Sighting,-18.07575,122.19205,WB24298,NA,9.00119E+14,NA,NA,24/08/2021,14:40,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06430,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,39527,F,Adult,R,314648,Resighting,-18.09511,122.32724,WB28788,NA,9.00119E+14,9.00006E+14,NA,25/08/2021,10:45,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06473,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,73709,F,Adult,T,314633,Initial Sighting,-18.03061,122.27261,WB24299,NA,9.00119E+14,NA,NA,25/08/2021,13:15,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06514,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,73710,F,Adult,T,314634,Initial Sighting,-18.03555,122.25014,WB24379,NA,9.00119E+14,NA,NA,25/08/2021,13:40,895,NA,NA,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06438,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,59213,F,Adult,T,314649,Resighting,-18.0507,122.19974,WB24326,NA,9.00119E+14,9.00006E+14,NA,25/08/2021,14:50,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06854,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,73711,F,Adult,T,314635,Initial Sighting,-18.04818,122.19311,WB24327,NA,9.00119E+14,NA,NA,26/08/2021,09:30,874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G3773,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,73712,F,Adult,T,314636,Initial Sighting,-18.05537,122.19388,WB24328,NA,9.00119E+14,NA,NA,26/08/2021,09:50,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06490,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,73713,F,Adult,T,314637,Initial Sighting,-18.05293,122.19293,WB24329,NA,9.00119E+14,NA,NA,26/08/2021,10:00,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06814,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,73714,F,Adult,T,314638,Initial Sighting,-18.0526,122.18837,WB24333,NA,9.00119E+14,NA,NA,26/08/2021,10:25,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06840,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,73715,F,Adult,T,314639,Initial Sighting,-18.05491,122.19456,WB24349,NA,9.00119E+14,NA,NA,26/08/2021,11:15,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F6387,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,54963,F,Adult,T,314650,Resighting,-18.05135,122.19177,WA72738,NA,9.00119E+14,9.00119E+14,NA,26/08/2021,11:40,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06869,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,73716,F,Adult,T,314640,Initial Sighting,-18.05406,122.19663,WB24344,NA,9.00119E+14,NA,NA,26/08/2021,12:10,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T08810,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,73717,F,Adult,T,314641,Initial Sighting,-18.05424,122.19965,WB24346,NA,9.00119E+14,NA,NA,26/08/2021,12:25,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06206,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,73718,F,Adult,T,314642,Initial Sighting,-18.05154,122.19509,WB24347,NA,9.00119E+14,NA,NA,26/08/2021,12:40,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F5754,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biopsy number changed from T6763 - potential misread vial??
96,NA,NA,73719,F,Adult,T,314643,Initial Sighting,-18.05055,122.19343,WB24348,NA,9.00119E+14,NA,NA,26/08/2021,13:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06811,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,62442,F,Adult,T,324195,Resighting,-18.02382,122.2544,NA,NA,9.00006E+14,9.00119E+14,NA,21/08/2022,11:00,854,NA,72,NA,1.156002796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06717,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,NA,NA,74819,M,Adult,T,324173,Initial Sighting,-18.02855,122.25298,WB20201,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,11:20,810,NA,63,665,1.185456147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06790,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,67999,F,Adult,T,324196,Resighting,-18.02813,122.2534,NA,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,11:45,890,NA,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06737,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,59063,F,Adult,Q,324197,Resighting,-18.03253,122.2509,NA,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,12:00,850,NA,77,702,1.253816405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06660,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,NA,NA,74820,F,Adult,T,324174,Initial Sighting,-18.0355,122.25142,WB20202,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,12:30,830,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,74821,F,Adult,T,324175,Initial Sighting,-18.037105,122.26003,WB20203,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,13:15,858,NA,75,737,1.187406439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06714,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,74822,F,Adult,T,324176,Initial Sighting,-18.03404,122.26367,WB20205,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,13:40,891,NA,84,734,1.187534332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06753,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,74823,F,Adult,T,324177,Initial Sighting,-18.03133,122.276,WB20206,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,14:05,942,NA,84,760,1.004908634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06752,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,NA,NA,74824,M,Adult,T,324178,Initial Sighting,-18.03062,122.27198,WB20207,NA,9.00119E+14,NA,NA,21/08/2022,14:30,835,NA,64,NA,1.099310934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06725,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,70885,F,Adult,T,324198,Resighting,-18.03333,122.26921,NA,NA,9.00119E+14,9.00119E+14,NA,21/08/2022,14:45,NA,NA,79,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06768,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,74825,F,Adult,T,324179,Initial Sighting,-18.0234,122.25213,WB20225,WB20223,9.00119E+14,NA,NA,22/08/2022,10:30,902,NA,NA,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06881,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,54021,F,Adult,T,324204,Resighting,-18.02724,122.25153,WA74340,NA,9.00119E+14,NA,NA,22/08/2022,11:45,884,NA,85,NA,1.230444787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06772,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,74826,F,Adult,T,324180,Initial Sighting,-18.02729,122.2561,WB20211,NA,9.00119E+14,NA,NA,22/08/2022,12:00,850,NA,NA,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06774,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,NA,NA,72208,M,Adult,T,324199,Resighting,-18.0258,122.2518,NA,NA,9.00119E+14,9.00119E+14,NA,22/08/2022,12:20,846,NA,70,690,1.156077505,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,74827,F,Adult,T,324181,Initial Sighting,-18.0249,122.2554,WB20278,NA,9.00119E+14,NA,NA,22/08/2022,13:15,846,NA,71,701,1.172592898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06713,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,57648,F,Adult,NA,324200,Resighting,-18.0278,122.2595,NA,NA,9.00006E+14,9.00119E+14,NA,22/08/2022,13:32,869,NA,72,714,1.097168087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,74828,F,Adult,T,324182,Initial Sighting,-18.03225,122.26202,WB20214,NA,9.00119E+14,NA,NA,22/08/2022,13:45,822,NA,62,695,1.11628795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06720,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,72174,F,Adult,T,324201,Resighting,-18.0303,122.2628,WB20279,NA,9.00119E+14,9.00119E+14,NA,22/08/2022,13:55,873,NA,74,687,1.104700646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06751,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,NA,NA,74829,M,Adult,T,324183,Initial Sighting,-18.0318,122.2627,WB20208,WB20209,9.00119E+14,NA,NA,22/08/2022,14:15,820,NA,72,716,1.305842922,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06731,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,NA,NA,74830,M,Adult,T,324184,Initial Sighting,-18.03316,122.26351,WB20215,NA,9.00119E+14,NA,NA,22/08/2022,14:20,780,NA,60,624,1.264350377,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06783,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,74831,F,Adult,T,324185,Initial Sighting,-18.03,122.2669,WB20280,NA,9.00119E+14,NA,NA,22/08/2022,14:44,892,NA,81,726,1.134230489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06746,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,NA,NA,74832,M,Adult,T,324186,Initial Sighting,-18.03206,122.2676,WB20216,NA,9.00119E+14,NA,NA,22/08/2022,15:00,867,NA,70,672,1.074090184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06711,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,74833,F,Adult,T,324187,Initial Sighting,-18.0272,122.2684,WB20282,NA,9.00119E+14,NA,NA,22/08/2022,15:04,870,NA,74,659,1.123761016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06800,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,NA,NA,74841,M,Adult,T,324203,Initial Sighting,-18.02918,122.27102,WB20217,NA,9.00119E+14,NA,NA,22/08/2022,15:15,881,NA,81,615,1.184560628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06777,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,74834,F,Adult,T,324188,Initial Sighting,-18.0272,122.2715,WB20283,NA,9.00119E+14,NA,NA,22/08/2022,15:20,857,NA,72,709,1.143905191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06745,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,60352,F,Adult,T,324202,Resighting,-17.9277,122.1853,WB21300,NA,9.00119E+14,9.00006E+14,9.00E+14,23/08/2022,14:55,856,NA,84,753,1.339238704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06727,NA,263,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,74835,F,Adult,T,324189,Initial Sighting,-17.9108,122.1792,WB21221,NA,9.00119E+14,NA,NA,24/08/2022,14:15,883,NA,81,706,1.169267207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06801,NA,264,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,74836,F,Adult,T,324190,Initial Sighting,-17.9109,122.1789,WB21220,NA,9.00119E+14,NA,NA,24/08/2022,14:30,888,NA,79,724,1.128205452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06619,NA,265,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,NA,NA,74837,M,Adult,T,324191,Initial Sighting,-17.91728,122.17735,WB20398,NA,9.00119E+14,NA,NA,24/08/2022,15:08,877,NA,73,695,1.074828631,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06718,NA,266,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,74838,F,Adult,T,324192,Initial Sighting,-17.9075,122.17595,WB20218,NA,9.00119E+14,9.00119E+14,NA,25/08/2022,12:11,896,NA,84,740,1.167764469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06624,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,74839,F,Adult,T,324193,Initial Sighting,-17.90235,122.17721,WB20219,NA,9.00119E+14,9.00119E+14,NA,25/08/2022,12:46,844,NA,70,692,1.164315557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06792,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,74840,F,Adult,T,324194,Initial Sighting,-17.90728,122.18054,WB20220,WB20221,9.00119E+14,9.00119E+14,NA,25/08/2022,14:08,825,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T06673,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,76454,F,Adult,T,337910,Initial Sighting,-18.05804,122.19663,WB25590,NA,9.92E+14,9.92E+14,NA,18/09/2023,09:55,854,NA,64,693,1.019530243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T00520,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,76456,F,Adult,T,337912,Initial Sighting,-18.0329,122.20172,WB25591,NA,9.92E+14,9.92E+14,NA,21/09/2023,10:45,900,NA,82,725,1.119341564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T00477,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
